Type,Name,Price,Coupon,Maturity,YTM,CurrentYield,Rating,Callable
Muni,Asset 2737,72.3,5.17,04-Apr-2025,4.904,7.15076071922545,BB,1
Corp,Asset 2738,113.97,4.79,22-Mar-2015,3.359,4.20286040186014,A,0
Corp,Asset 2739,100.73,2.84,04-Aug-2021,2.497,2.81941824679837,AA,0
Muni,Asset 2740,95.8,0.03,29-Sep-2016,0.044,0.0313152400835073,Not Rated,0
Muni,Asset 2741,101.83,4.84,17-Mar-2038,3.675,4.75301973878032,NA,1
Muni,Asset 2742,110.48,3.94,01-Jul-2031,3.213,3.56625633598841,AA,1
Corp,Asset 2743,104.53,5.3,06-Mar-2020,3.811,5.07031474217928,AA,1
Muni,Asset 2744,108.76,4.04,08-Jul-2013,1.379,3.71460095623391,NA,0
Muni,Asset 2745,109.86,4.01,10-Aug-2014,2.96,3.65010012743492,NA,0
Corp,Asset 2746,113.83,4.53,01-Sep-2020,3.221,3.97961872968462,A,0
Corp,Asset 2747,112.27,4.59,07-Jul-2020,3.527,4.08835842166206,AA,0
Muni,Asset 2748,100.76,5.07,21-Nov-2038,4.564,5.03175863437872,A,1
Corp,Asset 2749,128.94,5.78,23-Nov-2022,4.16,4.48270513417093,A,0
Muni,Asset 2750,111.83,4.11,20-Mar-2024,3.061,3.67522131807207,AA,1
Muni,Asset 2751,93.07,4.22,05-Sep-2035,3.534,4.53422155366928,A,1
Corp,Asset 2752,107.52,7.01,21-May-2013,2.478,6.51971726190476,BB,0
Muni,Asset 2753,109.78,5.8,17-Jun-2036,4.797,5.28329386044817,A,1
Muni,Asset 2754,94.04,5.1,29-Nov-2034,5.106,5.42322415993194,BBB,1
Corp,Asset 2755,100.86,4.96,11-Nov-2023,4.28,4.9177077136625,BBB,1
Corp,Asset 2756,108.01,5.84,23-Sep-2014,3.964,5.40690676789186,A,0
Muni,Asset 2757,108.24,5.16,06-Aug-2042,3.702,4.76718403547672,AA,1
Muni,Asset 2758,109.82,5.37,28-Nov-2035,4.615,4.88981970497177,NA,1
Corp,Asset 2759,105.41,2.34,29-Aug-2013,1.46,2.21990323498719,AAA,0
Muni,Asset 2760,103.92,3.09,29-Dec-2026,2.762,2.97344110854503,NA,1
Muni,Asset 2761,107.55,5.06,13-Dec-2012,-2.088,4.70478847047885,AAA,0
Muni,Asset 2762,108.34,3.94,04-Dec-2027,3.597,3.6366992800443,NA,1
Muni,Asset 2763,115.26,4.05,06-Dec-2015,3.502,3.51379489849037,AA,0
Muni,Asset 2764,102.54,3.6,22-Oct-2026,3.081,3.51082504388531,AA,1
Muni,Asset 2765,122.12,5.2,26-Aug-2017,3.38,4.25810678021618,A,0
Muni,Asset 2766,121.43,4.76,21-Jan-2028,3.299,3.9199538828955,AA,0
Muni,Asset 2767,80.69,0,25-May-2021,0.027,0,A,0
Corp,Asset 2768,107.35,4.83,17-Feb-2013,-0.497,4.49930135072194,A,0
Muni,Asset 2769,119.91,5.12,03-Dec-2026,4.189,4.26986906846802,AAA,0
Muni,Asset 2770,114.09,4.06,15-Jul-2022,3.096,3.55859409238321,AA,1
Muni,Asset 2771,106.62,4.06,02-Jan-2015,3.358,3.80791596323391,Not Rated,0
Muni,Asset 2772,123.61,5.19,04-Jul-2018,3.637,4.19868942642181,AAA,0
Muni,Asset 2773,122.68,5.08,25-Nov-2018,3.905,4.14085425497229,AA,0
Muni,Asset 2774,109.08,2.45,14-Dec-2018,2.206,2.24605793912725,AAA,0
Muni,Asset 2775,108.92,5.34,09-Apr-2032,3.879,4.90268086669115,AA,1
Muni,Asset 2776,107.42,4.01,26-May-2014,3.499,3.73301061254887,BBB,0
Corp,Asset 2777,98.56,6.29,07-Aug-2013,2.875,6.38189935064935,CCC,0
Corp,Asset 2778,115.02,5.41,16-May-2035,4.209,4.70352982090071,A,0
Muni,Asset 2779,122.47,5.04,06-Apr-2019,3.395,4.11529354127541,AAA,0
Muni,Asset 2780,113.61,5.06,06-Jun-2014,4.378,4.45383328932312,AA,0
Muni,Asset 2781,103.31,5.02,14-Sep-2029,3.721,4.85916174620075,A,1
Muni,Asset 2782,115.31,5.01,13-Nov-2014,3.85,4.34480964356951,AA,0
Muni,Asset 2783,101.22,4.93,19-Feb-2030,3.714,4.87057893696898,BBB,1
Muni,Asset 2784,124.4,5.06,08-Mar-2025,3.277,4.06752411575563,AAA,0
Zero,Asset 2785,89.39,0,14-May-2019,0.019,0,AAA,0
Corp,Asset 2786,118.31,4.04,13-Nov-2019,3.155,3.414757839574,AAA,0
Muni,Asset 2787,115.38,5.24,09-Sep-2014,3.457,4.54151499393309,NA,0
Corp,Asset 2788,110.11,5.08,01-Aug-2014,3.553,4.61356824993189,A,0
Corp,Asset 2789,94.48,7.05,01-Jul-2017,5.607,7.4618966977138,B,1
Corp,Asset 2790,97.26,7.06,27-Jun-2018,5.673,7.25889368702447,BBB,0
Corp,Asset 2791,122.5,4.87,14-Jan-2023,3.385,3.97551020408163,AAA,0
Corp,Asset 2792,95.52,5.89,13-Jan-2037,4.65,6.16624790619765,BBB,0
Corp,Asset 2793,112.16,4.96,14-Mar-2014,3.244,4.42225392296719,AAA,0
Corp,Asset 2794,106.3,4.59,08-Apr-2013,0.079,4.31796801505174,A,0
Treas,Asset 2795,117.44,4.69,15-Dec-2016,3.79,3.99352861035422,AAA,0
Muni,Asset 2796,110.62,4.82,04-Sep-2024,3.437,4.35725908515639,A,1
Corp,Asset 2797,108.8,2.55,07-Mar-2016,2.115,2.34375,AAA,0
Muni,Asset 2798,98.49,5.33,21-Aug-2036,3.974,5.4117169255762,NA,1
Corp,Asset 2799,102.44,8.53,14-Sep-2018,5.124,8.32682545880515,B,1
Corp,Asset 2800,123.14,5.35,24-Nov-2017,4.063,4.34464836771155,AA,0
Muni,Asset 2801,110.31,3.91,17-Dec-2021,3.365,3.54455625056658,AA,1
Muni,Asset 2802,81.69,5.06,16-Apr-2030,4.637,6.19414861060105,B,1
Muni,Asset 2803,111.72,5.03,01-Nov-2013,3.269,4.50232724668815,AA,0
Muni,Asset 2804,110.05,5.29,08-Jul-2027,3.98,4.80690595184007,A,1
Corp,Asset 2805,142.2,6.47,14-Apr-2038,3.713,4.54992967651196,A,0
Muni,Asset 2806,108.83,2.81,24-Feb-2016,2.295,2.58200863732427,AA,0
Muni,Asset 2807,103.42,4.36,12-Nov-2030,3.778,4.21581899052408,AA,1
Corp,Asset 2808,90.09,3.84,08-Aug-2016,3.416,4.26240426240426,A,0
Muni,Asset 2809,98.58,6.32,26-Jul-2032,4.571,6.41103672144451,BB,1
Corp,Asset 2810,125.28,6.84,06-Feb-2029,4.049,5.45977011494253,A,0
Muni,Asset 2811,114.78,5.23,22-Aug-2022,3.546,4.55654295173375,A,1
Muni,Asset 2812,118.09,4.94,09-Mar-2020,3.345,4.18325006351088,AA,1
Corp,Asset 2813,113.48,5.45,30-Nov-2015,4.612,4.80260838914346,BBB,0
Muni,Asset 2814,108.78,4.76,14-Nov-2014,3.897,4.37580437580438,AA,1
Muni,Asset 2815,104.24,3.23,18-Jun-2019,2.961,3.09861857252494,A,0
Muni,Asset 2816,113.31,3.97,04-Jan-2016,3.133,3.50366251875386,AA,0
Corp,Asset 2817,109.58,9.67,20-Nov-2018,7.176,8.82460302974995,B,1
Muni,Asset 2818,119.08,5.07,07-Dec-2015,4.244,4.25764192139738,AA,0
Corp,Asset 2819,113.3,5.29,20-May-2014,4.152,4.66902030008826,AAA,0
Muni,Asset 2820,94.81,5.02,29-Jun-2047,4.453,5.29480012656893,Not Rated,1
Muni,Asset 2821,106.32,1.98,25-Jan-2017,1.755,1.86230248306998,NA,0
Muni,Asset 2822,113.99,4,22-Nov-2019,3.318,3.50907974383718,AA,0
Corp,Asset 2823,104.5,4.21,03-Dec-2031,3.958,4.02870813397129,AA,1
Muni,Asset 2824,103.12,3.59,05-Dec-2027,3.459,3.48138091543832,AA,1
Corp,Asset 2825,103.42,5.31,21-Apr-2012,-3.154,5.13440340359698,A,0
Corp,Asset 2826,108.02,3.05,01-Nov-2014,2.562,2.82355119422329,AAA,0
Muni,Asset 2827,109.6,3.9,20-May-2027,3.34,3.55839416058394,AAA,1
Muni,Asset 2828,115.41,4.96,23-Dec-2017,3.88,4.2977211680097,A,0
Muni,Asset 2829,104.74,3.95,05-Oct-2019,3.173,3.77124307809815,A,1
Muni,Asset 2830,117.27,4.99,01-Aug-2015,3.429,4.255137716381,AA,0
Treas,Asset 2831,105.21,3.35,09-Jul-2013,1.441,3.18410797452714,AAA,0
Muni,Asset 2832,104.45,0,05-Dec-2012,-2.548,0,AA,0
Muni,Asset 2833,118.08,4.93,07-Nov-2015,3.681,4.17513550135501,AA,0
Corp,Asset 2834,151.69,6.88,06-Apr-2042,3.648,4.53556595688575,A,0
Corp,Asset 2835,105.97,2.13,03-Nov-2017,1.918,2.0100028309899,AAA,0
Corp,Asset 2836,131.13,9.34,14-Jul-2019,5.072,7.12270266148097,BBB,0
Corp,Asset 2837,82.93,8.75,17-Feb-2032,5.683,10.551067165079,B,0
Muni,Asset 2838,107.63,1.91,12-Nov-2017,1.721,1.77459816036421,AAA,0
Corp,Asset 2839,397.62,0,22-Feb-2015,-0.664,0,Not Rated,0
Muni,Asset 2840,109.8,4.27,04-Sep-2019,3.168,3.88888888888889,BBB,1
Muni,Asset 2841,116.03,4.01,10-Jan-2019,3.056,3.45600275790744,AA,0
Muni,Asset 2842,114.44,5,21-Aug-2024,3.446,4.36910171268787,AA,1
Muni,Asset 2843,104.61,3.92,30-Oct-2032,3.306,3.74725169677851,AA,1
Muni,Asset 2844,42.88,0,20-Dec-2028,0.055,0,A,0
Corp,Asset 2845,130.15,6.32,03-Jun-2037,4.745,4.85593545908567,A,0
Muni,Asset 2846,111.09,3.78,29-Oct-2017,3.043,3.40264650283554,AA,1
Muni,Asset 2847,109.86,2.95,09-Jul-2015,2.46,2.68523575459676,AA,0
Corp,Asset 2848,103.5,2.18,20-Apr-2012,-4.126,2.10628019323672,AAA,0
Muni,Asset 2849,105.79,4.02,31-Oct-2026,3.346,3.79998109462142,AAA,0
Muni,Asset 2850,112.39,4.35,18-Jul-2016,3.285,3.8704511077498,AA,0
Muni,Asset 2851,102.03,3.84,28-Jan-2028,3.161,3.7635989414878,AA,1
Muni,Asset 2852,118.44,3.98,22-Sep-2017,2.862,3.36035123269166,AA,0
Corp,Asset 2853,101.8,0.42,02-Jul-2013,0.14,0.412573673870334,AAA,0
Corp,Asset 2854,112.02,5.43,05-Aug-2016,3.748,4.84734868773433,BBB,0
Corp,Asset 2855,110.92,4.78,24-Mar-2020,3.454,4.30941218896502,BBB,0
Muni,Asset 2856,123.93,5.03,10-Dec-2017,3.966,4.05874283869927,AAA,0
Corp,Asset 2857,102.16,1.28,24-Oct-2015,1.215,1.25293657008614,AAA,1
Muni,Asset 2858,105.8,4.46,28-Dec-2018,3.734,4.21550094517958,Not Rated,1
Muni,Asset 2859,113.02,3.99,26-Jul-2017,3.018,3.53034861086533,AA,0
Muni,Asset 2860,117.65,5.27,25-Feb-2023,3.502,4.47938801529962,AAA,1
Muni,Asset 2861,107.74,3.68,06-Oct-2013,2.347,3.41563022090217,AA,0
Muni,Asset 2862,118.85,5.07,18-Jan-2016,3.533,4.26588136306268,NA,0
Muni,Asset 2863,104.84,5.17,12-Sep-2027,3.753,4.93132392216711,Not Rated,1
Muni,Asset 2864,106.92,4.99,11-Jun-2033,4.497,4.66704077815189,AA,1
Muni,Asset 2865,108.06,4.67,08-Aug-2030,3.451,4.32167314454932,NA,1
Corp,Asset 2866,351.53,0.02,03-Apr-2031,-0.058,0.00568941484368333,AAA,0
Corp,Asset 2867,92.15,7.09,25-Feb-2018,4.867,7.69397721106891,B,1
Muni,Asset 2868,108.57,5.09,20-Feb-2032,3.619,4.6882195818366,AA,1
Corp,Asset 2869,108.09,6.84,25-Aug-2018,4.366,6.32805995004163,BB,1
Corp,Asset 2870,125.14,6.09,01-May-2018,4.092,4.86654946459965,BBB,0
Corp,Asset 2871,120.39,5.42,01-Mar-2018,3.514,4.50203505274524,A,0
Muni,Asset 2872,112.34,4.49,24-Jun-2017,3.631,3.99679544240698,BBB,1
Muni,Asset 2873,104.43,4.33,12-Feb-2028,3.338,4.14631810782342,NA,1
Corp,Asset 2874,102.31,5.72,04-Jun-2021,5.477,5.59085133418043,BB,1
Muni,Asset 2875,110.65,3.91,22-Jul-2013,1.482,3.53366470854044,AAA,0
Corp,Asset 2876,109.48,5.8,10-Jan-2022,4.241,5.29777128242601,BBB,0
Corp,Asset 2877,106.67,8.03,28-Nov-2018,6.795,7.5278897534452,B,0
Muni,Asset 2878,118.23,4.99,16-May-2022,3.835,4.22058699145733,AA,1
Corp,Asset 2879,119.73,6.22,21-Jun-2019,4.597,5.19502213313288,BBB,0
Corp,Asset 2880,107.57,4.93,31-Jan-2013,-0.349,4.58306219206098,AA,0
Corp,Asset 2881,97.44,6.66,10-Oct-2037,4.851,6.83497536945813,A,0
Muni,Asset 2882,109.02,4.4,11-Apr-2022,3.373,4.03595670519171,A,1
Muni,Asset 2883,113.43,5.51,07-May-2015,4.16,4.85762144053601,A,1
Muni,Asset 2884,117.65,5.03,06-Nov-2025,3.749,4.27539311517212,AAA,1
Muni,Asset 2885,108.24,2.44,10-Oct-2019,2.083,2.25424981522543,AAA,0
Corp,Asset 2886,101.15,9.53,05-Oct-2018,5.728,9.42165101334651,B,1
Muni,Asset 2887,107.4,5.06,19-Nov-2036,4.27,4.71135940409683,AA,1
Muni,Asset 2888,102.68,4.03,08-Oct-2023,3.286,3.92481495909622,Not Rated,1
Corp,Asset 2889,94.73,5.09,27-Dec-2020,4.553,5.37316583975509,AA,0
Corp,Asset 2890,105.01,6.16,19-Jun-2012,-3.047,5.86610798971526,A,0
Muni,Asset 2891,110.16,5.05,21-Jun-2013,0.855,4.58424110384895,AA,0
Corp,Asset 2892,103.02,7.58,31-Dec-2012,4.679,7.35779460298971,B,0
Muni,Asset 2893,105.5,4.91,06-Feb-2030,3.642,4.65402843601896,A,1
Muni,Asset 2894,71.69,0,12-Jun-2021,0.042,0,A,1
Corp,Asset 2895,120.6,6.92,26-Feb-2018,4.116,5.7379767827529,A,0
Corp,Asset 2896,146.12,7.03,04-Sep-2029,3.678,4.81111415275116,AAA,0
Muni,Asset 2897,108.16,5.31,22-Nov-2012,-2.837,4.90939349112426,A,0
Corp,Asset 2898,152.55,8.29,27-Dec-2033,4.593,5.43428384136349,BBB,0
Corp,Asset 2899,103.39,2.39,23-Oct-2012,-1.49,2.31163555469581,AAA,0
Muni,Asset 2900,107.49,3.03,15-May-2020,2.666,2.81886687133687,AA,0
Muni,Asset 2901,10.91,0.09,01-Aug-2047,0.813,0.824931255728689,NA,1
Corp,Asset 2902,99.92,4.21,20-Mar-2015,3.368,4.21337069655725,A,0
Muni,Asset 2903,103.02,4.1,08-May-2013,1.302,3.97980974568045,Not Rated,0
Corp,Asset 2904,98.24,4.14,25-Oct-2014,3.564,4.21416938110749,A,0
Muni,Asset 2905,110.51,3.78,09-Jun-2014,3.322,3.42050493168039,NA,0
Treas,Asset 2906,154.5,6.19,09-May-2030,3.583,4.00647249190938,AAA,0
Treas,Asset 2907,100.24,0.52,08-Jun-2013,-0.097,0.518754988028731,AAA,0
Corp,Asset 2908,106.64,7.21,22-Apr-2018,5.017,6.76106526631658,BB,1
Muni,Asset 2909,122.6,4.95,28-Oct-2020,3.497,4.03752039151713,AAA,0
Corp,Asset 2910,116.86,4.34,10-Oct-2024,3.158,3.71384562724628,AAA,0
Muni,Asset 2911,107.73,3.99,18-Sep-2015,3.065,3.7037037037037,A,1
Corp,Asset 2912,101.85,1.96,08-Nov-2016,1.851,1.92439862542955,A,0
Muni,Asset 2913,108.86,3.94,06-Jul-2020,3.206,3.61932757670402,NA,0
Corp,Asset 2914,117.32,5.86,28-Mar-2037,3.85,4.99488578247528,A,0
Muni,Asset 2915,110.22,5.31,08-Aug-2034,3.72,4.81763745236799,NA,1
Corp,Asset 2916,100.26,5.62,16-Dec-2015,5.087,5.60542589267903,A,1
Corp,Asset 2917,118.36,5.48,21-Aug-2016,3.585,4.62994254815816,A,0
Muni,Asset 2918,115.43,4.97,29-Apr-2024,3.691,4.30563978168587,AAA,1
Muni,Asset 2919,120.33,4.97,27-Jul-2022,3.394,4.13030831878999,AA,1
Corp,Asset 2920,108.35,2.55,02-Feb-2015,2.117,2.3534840793724,AAA,0
Corp,Asset 2921,109.72,7.98,27-Jun-2015,5.675,7.27305869485964,BB,1
Corp,Asset 2922,96.57,8.42,21-Jan-2017,5.525,8.71906389147768,B,1
Muni,Asset 2923,109.7,4.49,07-Jul-2024,3.53,4.09298085688241,AA,1
Muni,Asset 2924,116.77,4.1,30-Apr-2021,3.133,3.51117581570609,AAA,0
Muni,Asset 2925,125.06,4.51,25-Aug-2020,2.996,3.60626899088438,NA,0
Corp,Asset 2926,107.46,2.51,03-Jun-2016,2.316,2.3357528382654,AAA,0
Muni,Asset 2927,102.87,3.16,03-Dec-2025,3.036,3.07183824244192,AA,1
Corp,Asset 2928,144.72,5.85,16-Apr-2036,3.408,4.04228855721393,AAA,0
Corp,Asset 2929,102.63,0.58,24-Oct-2014,0.544,0.565136899542044,AA,0
Muni,Asset 2930,119.82,4.91,11-Apr-2016,3.409,4.09781338674679,AA,0
Muni,Asset 2931,107.47,5.21,23-Jul-2041,3.836,4.84786452033126,NA,1
Muni,Asset 2932,110.5,3.02,20-Feb-2019,2.414,2.73303167420814,NA,0
Corp,Asset 2933,125.32,8.24,15-Jul-2018,4.808,6.57516757101819,BBB,0
Corp,Asset 2934,101.68,2.99,10-Oct-2019,2.615,2.94059795436664,A,0
Corp,Asset 2935,102.81,1.64,21-Mar-2014,1.437,1.59517556657913,A,0
Muni,Asset 2936,114.84,6.27,24-May-2035,4.982,5.45977011494253,AA,1
Muni,Asset 2937,111.97,6.14,10-Nov-2039,4.652,5.48361168170045,AA,0
Muni,Asset 2938,115.11,4.09,27-Jan-2017,3.028,3.55312309964382,NA,0
Corp,Asset 2939,100.59,4.7,15-Apr-2021,3.795,4.67243264738046,AA,0
Muni,Asset 2940,115.3,4.92,26-Apr-2014,3.469,4.26712922810061,AA,0
Muni,Asset 2941,116.82,5.01,07-Nov-2020,3.77,4.28864920390344,NA,0
Corp,Asset 2942,88.33,5.95,31-Mar-2019,4.688,6.73610324917921,B,1
Muni,Asset 2943,114.95,4.05,29-Mar-2016,2.983,3.52327098738582,NA,0
Muni,Asset 2944,122.01,5.07,27-Dec-2020,3.705,4.15539709859848,AA,0
Muni,Asset 2945,114.02,4.97,27-Feb-2022,3.436,4.35888440624452,AA,1
Corp,Asset 2946,108.7,4.68,10-Mar-2030,3.415,4.30542778288868,AAA,1
Muni,Asset 2947,110.19,2.92,05-Jan-2019,2.463,2.64996823668209,NA,0
Muni,Asset 2948,102.43,4.03,27-Jun-2028,3.54,3.93439422044323,AA,1
Muni,Asset 2949,103.48,4,17-Dec-2011,-30.472,3.86548125241593,NA,0
Corp,Asset 2950,80.75,4.47,27-Dec-2015,4.659,5.53560371517028,NA,0
Muni,Asset 2951,121.26,4.9,29-May-2023,3.882,4.04090384298202,AA,1
Corp,Asset 2952,102.33,7.92,11-May-2012,5.566,7.73966578715919,BBB,0
Muni,Asset 2953,66.32,0,23-Oct-2020,0.056,0,A,0
Muni,Asset 2954,104.53,3.1,09-Oct-2024,2.631,2.96565579259543,AA,1
Muni,Asset 2955,131.93,5.21,04-Jun-2022,3.9,3.94906389752141,AA,0
Corp,Asset 2956,104.23,7.83,28-Dec-2016,5.763,7.51223256260194,B,1
Muni,Asset 2957,110.31,4.54,16-Oct-2017,3.456,4.11567400960928,NA,1
Muni,Asset 2958,93.33,6.6,22-Sep-2037,4.745,7.07168113146898,Not Rated,1
Corp,Asset 2959,108.75,2.85,11-Mar-2015,2.304,2.62068965517241,AAA,0
Muni,Asset 2960,108.92,4.95,05-Nov-2020,3.927,4.54461990451708,NA,1
Muni,Asset 2961,101.32,5.09,17-Jul-2041,3.993,5.02368732727991,BBB,1
Muni,Asset 2962,102.54,3.67,10-May-2031,3.262,3.5790910864053,NA,1
Muni,Asset 2963,103.59,2.17,21-Aug-2021,1.928,2.09479679505744,AA,1
Muni,Asset 2964,107.87,3.95,09-Oct-2017,3.119,3.66181514786317,A,0
Corp,Asset 2965,117.77,6.4,24-May-2017,4.961,5.43432113441454,BBB,0
Muni,Asset 2966,106.66,4.54,31-Dec-2024,3.732,4.25651603225202,A,1
Muni,Asset 2967,119.89,5.22,07-Dec-2015,4.339,4.35399115856201,AA,0
Corp,Asset 2968,104.83,3.6,31-May-2015,3.345,3.43413145092054,AA,0
Muni,Asset 2969,59.22,0,21-Jul-2022,0.058,0,AA,0
Muni,Asset 2970,109.93,4.19,07-Jun-2013,-2,3.81151641953971,A,0
Zero,Asset 2971,100.41,0,23-Oct-2012,0.239,0,AAA,0
Corp,Asset 2972,106.82,9.17,26-Jan-2015,5.361,8.58453473132372,CCC,0
Muni,Asset 2973,111.63,3.93,23-Feb-2017,2.943,3.52055898951895,NA,1
Muni,Asset 2974,111.39,5.14,08-Aug-2021,3.612,4.61441781129365,AA,0
Corp,Asset 2975,96.01,5.72,08-Aug-2016,4.264,5.95771273825643,A,0
Muni,Asset 2976,109.72,4.16,20-Sep-2018,3.134,3.7914691943128,AA,0
Muni,Asset 2977,116.35,3.99,24-May-2021,3.269,3.42930812204555,AA,0
Muni,Asset 2978,113.6,4.47,28-Aug-2014,3.107,3.93485915492958,AA,0
Corp,Asset 2979,142.83,11.47,26-Aug-2016,4.975,8.03052579990198,BBB,0
Muni,Asset 2980,123.92,5,07-Feb-2020,3.288,4.03486120077469,AA,0
Corp,Asset 2981,105.39,3.33,02-Apr-2013,-0.505,3.1596925704526,AAA,0
Corp,Asset 2982,126.55,5.9,16-Feb-2036,3.613,4.66218885815883,A,0
Muni,Asset 2983,119.69,7.24,09-May-2039,4.998,6.04895981284986,NA,1
Corp,Asset 2984,107.27,2.7,10-May-2015,2.367,2.51701314440198,AAA,0
Treas,Asset 2985,137.9,5.18,16-Nov-2028,3.463,3.75634517766497,AAA,0
Muni,Asset 2986,104.19,3.93,04-Sep-2020,3.098,3.77195508206162,A,1
Muni,Asset 2987,109.81,4.96,31-Jan-2013,-2.101,4.51689281486203,AA,0
Corp,Asset 2988,111.42,5.99,26-Jun-2015,4.574,5.37605456830013,BBB,0
Muni,Asset 2989,112.7,4.23,14-Mar-2022,3.098,3.75332741792369,AAA,1
Corp,Asset 2990,103.29,5.62,10-Dec-2024,5.242,5.4409913834834,A,1
Muni,Asset 2991,110.25,4.99,21-Jul-2032,3.67,4.52607709750567,AA,1
Muni,Asset 2992,112.22,2.65,06-Sep-2023,2.135,2.36143289966138,NA,1
Muni,Asset 2993,84.07,5.49,18-Dec-2032,5.671,6.53027239205424,NA,1
Corp,Asset 2994,106.64,3.77,19-Nov-2030,3.31,3.53525881470368,AAA,0
Muni,Asset 2995,107.25,3.07,11-Mar-2021,2.506,2.86247086247086,AA,1
Corp,Asset 2996,125.19,7.33,27-May-2025,5.401,5.85510024762361,BBB,0
Muni,Asset 2997,103.66,3.04,20-Dec-2012,-0.866,2.93266448003087,Not Rated,1
Muni,Asset 2998,105.03,4.21,05-Jan-2029,3.493,4.00837855850709,NA,1
Muni,Asset 2999,107.02,4.97,29-Jul-2032,3.679,4.6439917772379,A,0
Muni,Asset 3000,114.02,4.07,15-Aug-2017,2.984,3.56954920189441,AA,0
Muni,Asset 3001,118,4.02,18-Jul-2017,2.972,3.40677966101695,AA,0
Corp,Asset 3002,112.18,8.86,30-Jul-2019,5.098,7.89802103761811,BB,1
Muni,Asset 3003,120.07,5.06,29-May-2021,4.039,4.21420837844591,AA,1
Muni,Asset 3004,111.18,5.05,13-Nov-2029,4.038,4.54218384601547,AAA,1
Muni,Asset 3005,116.58,5.05,01-Sep-2016,3.42,4.33178932921599,AA,1
Muni,Asset 3006,103.83,5.42,05-Jun-2023,5.159,5.22007127034576,Not Rated,1
Corp,Asset 3007,110.29,6.28,02-Feb-2020,4.185,5.69407924562517,BB,0
Corp,Asset 3008,90.38,7.01,11-Nov-2024,6.08,7.75614073910157,B,1
Muni,Asset 3009,103.35,4.56,18-Apr-2034,3.66,4.4121915820029,AA,1
Muni,Asset 3010,109.9,4.04,29-Nov-2023,3.55,3.67606915377616,AA,1
Corp,Asset 3011,94.86,6.02,03-Jun-2023,6.138,6.34619439173519,A,1
Muni,Asset 3012,51.02,0,22-Aug-2023,0.067,0,BB,0
Corp,Asset 3013,108.9,3.16,02-May-2015,2.653,2.90174471992654,A,0
Corp,Asset 3014,115.35,5.36,26-Sep-2040,3.653,4.6467273515388,A,0
Muni,Asset 3015,116.99,3.94,26-Aug-2016,2.842,3.36780921446277,AA,0
Muni,Asset 3016,104.52,5.2,02-Jan-2046,4.183,4.97512437810945,AA,1
Corp,Asset 3017,113.75,6.43,18-Jun-2016,5.039,5.65274725274725,BBB,0
Muni,Asset 3018,99.71,4.54,13-May-2032,4.047,4.5532042924481,A,1
Corp,Asset 3019,118.12,5.55,17-Mar-2016,3.642,4.6986115814426,A,0
Muni,Asset 3020,122.43,6.64,22-Jun-2028,4.73,5.42350731029976,AA,0
Corp,Asset 3021,110.64,4.77,11-Jul-2018,3.632,4.31127982646421,BBB,0
Corp,Asset 3022,130.11,4.9,03-Jan-2048,3.342,3.76604411651679,AAA,0
Muni,Asset 3023,113.92,4.96,01-Feb-2021,3.499,4.35393258426966,NA,1
Muni,Asset 3024,110.8,3.97,02-Dec-2013,3.282,3.58303249097473,AA,0
Muni,Asset 3025,111.25,3.2,22-Feb-2015,2.482,2.87640449438202,NA,0
Muni,Asset 3026,114.52,5.02,29-Oct-2014,3.695,4.38351379671673,A,0
Muni,Asset 3027,52.1,0.05,14-Dec-2025,0.128,0.0959692898272553,A,0
Muni,Asset 3028,122.38,4.96,07-Dec-2019,4.043,4.05294982840333,AAA,0
Corp,Asset 3029,106.26,8.32,16-Jul-2016,5.316,7.82985130811218,BB,1
Muni,Asset 3030,113.86,3.94,25-Jul-2015,2.961,3.46038995257334,AA,0
Muni,Asset 3031,93.11,0.06,20-Dec-2017,0.078,0.0644399097841263,Not Rated,0
Muni,Asset 3032,114.5,5.22,07-Apr-2014,3.458,4.5589519650655,AA,0
Corp,Asset 3033,116.57,7.45,30-Jan-2018,4.52,6.39100969374625,BBB,0
Muni,Asset 3034,103.87,4.51,30-Nov-2038,4.193,4.34196591893713,AA,1
Corp,Asset 3035,101.92,3.69,20-Oct-2012,1.11,3.62048665620094,A,0
Muni,Asset 3036,111.24,5.22,30-Apr-2021,3.965,4.69255663430421,A,0
Corp,Asset 3037,106.47,4.29,31-May-2025,3.905,4.02930402930403,AAA,1
Corp,Asset 3038,93.09,6.12,11-May-2021,5.381,6.57428295198195,A,1
Muni,Asset 3039,107.41,4.21,04-Jul-2021,3.442,3.91956056233125,AA,1
Muni,Asset 3040,122.05,5.45,25-Jul-2023,3.604,4.46538303973781,AA,0
Muni,Asset 3041,113,4.92,01-Aug-2014,3.402,4.35398230088496,AA,0
Muni,Asset 3042,105.43,5.09,03-Jul-2012,-4.786,4.82784786114009,A,0
Corp,Asset 3043,90.7,6.48,12-Jan-2020,5.126,7.14443219404631,B,1
Muni,Asset 3044,91.97,5.25,27-Nov-2023,5.28,5.70838316842449,Not Rated,1
Muni,Asset 3045,115.29,3.97,29-Jul-2018,2.948,3.44349032873623,A,0
Corp,Asset 3046,99.93,8.08,29-Feb-2020,4.995,8.08565996197338,BBB,0
Muni,Asset 3047,86.86,4.38,04-Aug-2035,3.855,5.04259728298411,NA,1
Corp,Asset 3048,108.37,4.05,19-Feb-2021,3.082,3.73719664113685,AA,0
